"","X","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir","RainLevel","WindLevel","WeatherLevel","DayWindLevel","Warning"
"24072",24072,"BELMULLET",2017,9,30,23,"2017-09-30 23:00:00","0,6","10,2",90,"1005,8",9,150,"Clear","Clear","Clear","Clear","None"
"24096",24096,"BELMULLET",2017,10,1,23,"2017-10-01 23:00:00","0","13,2",83,"1002,1",27,250,"Clear","Yellow","Yellow","Yellow","Warning"
"24120",24120,"BELMULLET",2017,10,2,23,"2017-10-02 23:00:00","0","11,1",76,"1021,8",15,310,"Clear","Clear","Clear","Clear","None"
"24144",24144,"BELMULLET",2017,10,3,23,"2017-10-03 23:00:00","0","11,4",89,"1021,7",20,250,"Clear","Clear","Clear","Clear","None"
"24168",24168,"BELMULLET",2017,10,4,23,"2017-10-04 23:00:00","0","11,2",94,"1013,1",16,360,"Clear","Clear","Clear","Clear","None"
"24192",24192,"BELMULLET",2017,10,5,23,"2017-10-05 23:00:00","0","10",73,"1029",4,310,"Clear","Clear","Clear","Clear","None"
"24216",24216,"BELMULLET",2017,10,6,23,"2017-10-06 23:00:00","0","12,1",94,"1018,8",13,270,"Clear","Clear","Clear","Clear","None"
"24240",24240,"BELMULLET",2017,10,7,23,"2017-10-07 23:00:00","0","12,3",92,"1019,8",6,280,"Clear","Clear","Clear","Clear","None"
"24264",24264,"BELMULLET",2017,10,8,23,"2017-10-08 23:00:00","0","12,6",94,"1018,8",13,230,"Clear","Clear","Clear","Clear","None"
"24288",24288,"BELMULLET",2017,10,9,23,"2017-10-09 23:00:00","0","12,3",84,"1009,9",13,260,"Clear","Clear","Clear","Clear","None"
"24312",24312,"BELMULLET",2017,10,10,23,"2017-10-10 23:00:00","1,2","13",95,"998,1",25,220,"Clear","Clear","Clear","Clear","None"
"24336",24336,"BELMULLET",2017,10,11,23,"2017-10-11 23:00:00","0","11,6",75,"1009,7",17,250,"Clear","Clear","Clear","Clear","None"
"24360",24360,"BELMULLET",2017,10,12,23,"2017-10-12 23:00:00","0,2","14,8",96,"1002,6",26,200,"Clear","Clear","Yellow","Yellow","Warning"
"24384",24384,"BELMULLET",2017,10,13,23,"2017-10-13 23:00:00","0","13",88,"1013,4",12,230,"Clear","Clear","Yellow","Yellow","Warning"
"24408",24408,"BELMULLET",2017,10,14,23,"2017-10-14 23:00:00","0","15,4",87,"1004,6",30,190,"Clear","Yellow","Yellow","Yellow","Warning"
"24432",24432,"BELMULLET",2017,10,15,23,"2017-10-15 23:00:00","0,9","9,8",92,"1013,4",5,80,"Clear","Clear","Orange","Yellow","Warning"
"24456",24456,"BELMULLET",2017,10,16,23,"2017-10-16 23:00:00","0,2","10,4",92,"1002",22,270,"Clear","Clear","Clear","Clear","None"
"24480",24480,"BELMULLET",2017,10,17,23,"2017-10-17 23:00:00","0","6,4",95,"1014,4",4,90,"Clear","Clear","Clear","Clear","None"
"24504",24504,"BELMULLET",2017,10,18,23,"2017-10-18 23:00:00","1,4","11,8",94,"997,6",19,180,"Clear","Clear","Clear","Clear","None"
"24528",24528,"BELMULLET",2017,10,19,23,"2017-10-19 23:00:00","0","9",71,"1000,5",12,340,"Clear","Clear","Clear","Clear","None"
"24552",24552,"BELMULLET",2017,10,20,23,"2017-10-20 23:00:00","0","11,9",83,"979,9",12,130,"Clear","Clear","Clear","Clear","None"
"24576",24576,"BELMULLET",2017,10,21,23,"2017-10-21 23:00:00","0","9,7",73,"1009,1",23,300,"Clear","Clear","Yellow","Yellow","Warning"
"24600",24600,"BELMULLET",2017,10,22,23,"2017-10-22 23:00:00","0,2","12,6",96,"1005,8",20,190,"Clear","Clear","Clear","Clear","None"
"24624",24624,"BELMULLET",2017,10,23,23,"2017-10-23 23:00:00","0","12,7",84,"1006,8",19,190,"Clear","Clear","Clear","Clear","None"
"24648",24648,"BELMULLET",2017,10,24,23,"2017-10-24 23:00:00","0,2","12",87,"1008,3",18,230,"Clear","Clear","Clear","Clear","None"
"24672",24672,"BELMULLET",2017,10,25,23,"2017-10-25 23:00:00","0","10,8",87,"1020",6,230,"Clear","Clear","Clear","Clear","None"
"24696",24696,"BELMULLET",2017,10,26,23,"2017-10-26 23:00:00","0","5,9",95,"1032,2",2,50,"Clear","Clear","Clear","Clear","None"
"24720",24720,"BELMULLET",2017,10,27,23,"2017-10-27 23:00:00","0","12",95,"1034",12,240,"Clear","Clear","Clear","Clear","None"
"24744",24744,"BELMULLET",2017,10,28,23,"2017-10-28 23:00:00","0","12,8",96,"1026,7",13,290,"Clear","Clear","Clear","Clear","None"
"24768",24768,"BELMULLET",2017,10,29,23,"2017-10-29 23:00:00","0","7,7",92,"1030,6",3,110,"Clear","Clear","Clear","Clear","None"
"24792",24792,"BELMULLET",2017,10,30,23,"2017-10-30 23:00:00","0,2","12,9",96,"1022,9",16,210,"Clear","Clear","Clear","Clear","None"
"24816",24816,"BELMULLET",2017,10,31,23,"2017-10-31 23:00:00","0","13,1",91,"1015,5",18,210,"Clear","Clear","Clear","Clear","None"
"24840",24840,"BELMULLET",2017,11,1,23,"2017-11-01 23:00:00","0","10,1",97,"1017,7",5,10,"Clear","Clear","Clear","Clear","None"
"24864",24864,"BELMULLET",2017,11,2,23,"2017-11-02 23:00:00","0","9,5",77,"1014,9",3,230,"Clear","Clear","Clear","Clear","None"
"24888",24888,"BELMULLET",2017,11,3,23,"2017-11-03 23:00:00","0,4","8,6",85,"1005,6",9,290,"Clear","Clear","Clear","Clear","None"
"24912",24912,"BELMULLET",2017,11,4,23,"2017-11-04 23:00:00","0,2","7,6",82,"1010,3",20,320,"Clear","Clear","Clear","Clear","None"
"24936",24936,"BELMULLET",2017,11,5,23,"2017-11-05 23:00:00","0","10,4",82,"1020,5",14,210,"Clear","Clear","Clear","Clear","None"
"24960",24960,"BELMULLET",2017,11,6,23,"2017-11-06 23:00:00","0,4","6,5",88,"1009,2",11,320,"Clear","Clear","Yellow","Yellow","Warning"
"24984",24984,"BELMULLET",2017,11,7,23,"2017-11-07 23:00:00","0","6,9",74,"1020,8",6,290,"Clear","Clear","Clear","Clear","None"
"25008",25008,"BELMULLET",2017,11,8,23,"2017-11-08 23:00:00","0","12,2",93,"1021",18,250,"Clear","Clear","Clear","Clear","None"
"25032",25032,"BELMULLET",2017,11,9,23,"2017-11-09 23:00:00","0","11,4",90,"1020,7",16,280,"Clear","Clear","Clear","Clear","None"
"25056",25056,"BELMULLET",2017,11,10,23,"2017-11-10 23:00:00","1,1","12,2",96,"1012",14,260,"Clear","Clear","Clear","Clear","None"
"25080",25080,"BELMULLET",2017,11,11,23,"2017-11-11 23:00:00","0","7,7",76,"1016,7",9,350,"Clear","Clear","Clear","Clear","None"
"25104",25104,"BELMULLET",2017,11,12,23,"2017-11-12 23:00:00","0","2,9",91,"1029,7",3,180,"Clear","Clear","Clear","Clear","None"
"25128",25128,"BELMULLET",2017,11,13,23,"2017-11-13 23:00:00","0,1","11,5",96,"1019,2",11,260,"Clear","Clear","Clear","Clear","None"
"25152",25152,"BELMULLET",2017,11,14,23,"2017-11-14 23:00:00","0","8,3",94,"1023",5,170,"Clear","Clear","Clear","Clear","None"
"25176",25176,"BELMULLET",2017,11,15,23,"2017-11-15 23:00:00","0","12,1",86,"1013,3",23,210,"Clear","Clear","Clear","Clear","None"
"25200",25200,"BELMULLET",2017,11,16,23,"2017-11-16 23:00:00","0","7,2",81,"1029,4",4,250,"Clear","Clear","Clear","Clear","None"
"25224",25224,"BELMULLET",2017,11,17,23,"2017-11-17 23:00:00","0","7,3",75,"1025,4",4,260,"Clear","Clear","Clear","Clear","None"
"25248",25248,"BELMULLET",2017,11,18,23,"2017-11-18 23:00:00","0","6,2",93,"1024,2",2,150,"Clear","Clear","Clear","Clear","None"
"25272",25272,"BELMULLET",2017,11,19,23,"2017-11-19 23:00:00","0,1","12",94,"1009,3",20,220,"Clear","Clear","Clear","Clear","None"
"25296",25296,"BELMULLET",2017,11,20,23,"2017-11-20 23:00:00","1,7","12,5",98,"1006,8",11,230,"Clear","Clear","Clear","Clear","None"
"25320",25320,"BELMULLET",2017,11,21,23,"2017-11-21 23:00:00","0,2","8,4",96,"995,3",10,20,"Clear","Clear","Clear","Clear","None"
"25344",25344,"BELMULLET",2017,11,22,23,"2017-11-22 23:00:00","0,1","7,8",63,"980",19,260,"Clear","Clear","Clear","Clear","None"
"25368",25368,"BELMULLET",2017,11,23,23,"2017-11-23 23:00:00","0","5,9",70,"1006,3",10,330,"Clear","Clear","Clear","Clear","None"
"25392",25392,"BELMULLET",2017,11,24,23,"2017-11-24 23:00:00","0","3,9",86,"1016,5",10,320,"Clear","Clear","Clear","Clear","None"
"25416",25416,"BELMULLET",2017,11,25,23,"2017-11-25 23:00:00","0","5,8",76,"1025,4",12,330,"Clear","Clear","Clear","Clear","None"
"25440",25440,"BELMULLET",2017,11,26,23,"2017-11-26 23:00:00","0,2","7,9",87,"1016,1",11,280,"Clear","Clear","Clear","Clear","None"
"25464",25464,"BELMULLET",2017,11,27,23,"2017-11-27 23:00:00","0,1","6,1",82,"1017,1",14,360,"Clear","Clear","Clear","Clear","None"
"25488",25488,"BELMULLET",2017,11,28,23,"2017-11-28 23:00:00","0","6,5",70,"1021,5",14,20,"Clear","Clear","Clear","Clear","None"
"25512",25512,"BELMULLET",2017,11,29,23,"2017-11-29 23:00:00","0","5,9",78,"1024,1",11,360,"Clear","Clear","Clear","Clear","None"
"25536",25536,"BELMULLET",2017,11,30,23,"2017-11-30 23:00:00","0,1","5,9",86,"1027,6",9,10,"Clear","Clear","Clear","Clear","None"
"25560",25560,"BELMULLET",2017,12,1,23,"2017-12-01 23:00:00","0","7,1",91,"1032,3",6,320,"Clear","Clear","Clear","Clear","None"
"25584",25584,"BELMULLET",2017,12,2,23,"2017-12-02 23:00:00","0,2","8,2",91,"1031,2",9,320,"Clear","Clear","Clear","Clear","None"
"25608",25608,"BELMULLET",2017,12,3,23,"2017-12-03 23:00:00","0","8,2",94,"1034,1",5,290,"Clear","Clear","Clear","Clear","None"
"25632",25632,"BELMULLET",2017,12,4,23,"2017-12-04 23:00:00","0","7,7",93,"1033,8",11,210,"Clear","Clear","Clear","Clear","None"
"25656",25656,"BELMULLET",2017,12,5,23,"2017-12-05 23:00:00","0,2","10",93,"1022,9",20,200,"Clear","Clear","Clear","Clear","None"
"25680",25680,"BELMULLET",2017,12,6,23,"2017-12-06 23:00:00","2,2","9,5",94,"999",20,230,"Clear","Clear","Yellow","Yellow","Warning"
"25704",25704,"BELMULLET",2017,12,7,23,"2017-12-07 23:00:00","0","4,7",61,"1018,8",22,310,"Clear","Clear","Clear","Clear","None"
"25728",25728,"BELMULLET",2017,12,8,23,"2017-12-08 23:00:00","0","4,6",70,"1024,5",7,350,"Clear","Clear","Clear","Clear","None"
"25752",25752,"BELMULLET",2017,12,9,23,"2017-12-09 23:00:00","0","2,2",84,"995,2",10,90,"Clear","Clear","Clear","Clear","None"
"25776",25776,"BELMULLET",2017,12,10,23,"2017-12-10 23:00:00","0","3,9",78,"988,4",12,10,"Clear","Clear","Clear","Clear","None"
"25800",25800,"BELMULLET",2017,12,11,23,"2017-12-11 23:00:00","0,2","5,8",83,"1005,1",7,330,"Clear","Clear","Clear","Clear","None"
"25824",25824,"BELMULLET",2017,12,12,23,"2017-12-12 23:00:00","0,2","7,9",82,"999,4",12,270,"Clear","Clear","Clear","Clear","None"
"25848",25848,"BELMULLET",2017,12,13,23,"2017-12-13 23:00:00","0,2","6,5",72,"990,3",16,280,"Clear","Clear","Clear","Clear","None"
"25872",25872,"BELMULLET",2017,12,14,23,"2017-12-14 23:00:00","0","7,1",73,"1000,4",20,350,"Clear","Clear","Clear","Clear","None"
"25896",25896,"BELMULLET",2017,12,15,23,"2017-12-15 23:00:00","0","4,5",74,"1019,7",6,330,"Clear","Clear","Clear","Clear","None"
"25920",25920,"BELMULLET",2017,12,16,23,"2017-12-16 23:00:00","0","9,7",90,"1019,3",15,210,"Clear","Clear","Clear","Clear","None"
"25944",25944,"BELMULLET",2017,12,17,23,"2017-12-17 23:00:00","0","3,2",94,"1025",2,160,"Clear","Clear","Clear","Clear","None"
"25968",25968,"BELMULLET",2017,12,18,23,"2017-12-18 23:00:00","0","9,6",98,"1027",16,190,"Clear","Clear","Clear","Clear","None"
"25992",25992,"BELMULLET",2017,12,19,23,"2017-12-19 23:00:00","1,7","11,8",96,"1026,2",23,210,"Clear","Clear","Clear","Clear","None"
"26016",26016,"BELMULLET",2017,12,20,23,"2017-12-20 23:00:00","0,7","9",96,"1031,2",7,70,"Clear","Clear","Clear","Clear","None"
"26040",26040,"BELMULLET",2017,12,21,23,"2017-12-21 23:00:00","0","9,8",99,"1029,5",5,160,"Clear","Clear","Clear","Clear","None"
"26064",26064,"BELMULLET",2017,12,22,23,"2017-12-22 23:00:00","0","10,6",98,"1034,3",16,210,"Clear","Clear","Clear","Clear","None"
"26088",26088,"BELMULLET",2017,12,23,23,"2017-12-23 23:00:00","0","11",96,"1021,3",22,220,"Clear","Clear","Clear","Clear","None"
"26112",26112,"BELMULLET",2017,12,24,23,"2017-12-24 23:00:00","1,3","9",98,"1003,9",8,240,"Clear","Clear","Yellow","Yellow","Warning"
"26136",26136,"BELMULLET",2017,12,25,23,"2017-12-25 23:00:00","0,3","5,6",78,"995",12,290,"Clear","Clear","Clear","Clear","None"
"26160",26160,"BELMULLET",2017,12,26,23,"2017-12-26 23:00:00","0,2","4,4",80,"997,3",14,10,"Clear","Clear","Clear","Clear","None"
"26184",26184,"BELMULLET",2017,12,27,23,"2017-12-27 23:00:00","0","1,8",77,"1005,2",5,340,"Clear","Clear","Clear","Clear","None"
"26208",26208,"BELMULLET",2017,12,28,23,"2017-12-28 23:00:00","0,5","4,2",92,"992,6",14,150,"Clear","Clear","Clear","Clear","None"
"26232",26232,"BELMULLET",2017,12,29,23,"2017-12-29 23:00:00","1,2","1,3",94,"985,8",7,70,"Clear","Clear","Clear","Clear","None"
"26256",26256,"BELMULLET",2017,12,30,23,"2017-12-30 23:00:00","1","5,9",93,"973,9",16,110,"Clear","Clear","Clear","Clear","None"
"26280",26280,"BELMULLET",2017,12,31,23,"2017-12-31 23:00:00","0","8,1",72,"987,4",18,260,"Clear","Clear","Yellow","Yellow","Warning"
"26304",26304,"CASEMENT",2017,1,1,23,"2017-01-01 23:00:00","0,1","4,7",82,"1030,1",11,10,"Clear","Clear","Clear","Clear","None"
"26328",26328,"CASEMENT",2017,1,2,23,"2017-01-02 23:00:00","0","-0,8",94,"1034",7,220,"Clear","Clear","Clear","Clear","None"
"26352",26352,"CASEMENT",2017,1,3,23,"2017-01-03 23:00:00","0","4,3",95,"1029,2",11,240,"Clear","Clear","Clear","Clear","None"
"26376",26376,"CASEMENT",2017,1,4,23,"2017-01-04 23:00:00","0","-0,2",98,"1031,9",3,240,"Clear","Clear","Clear","Clear","None"
"26400",26400,"CASEMENT",2017,1,5,23,"2017-01-05 23:00:00","0","8,6",81,"1030,1",10,190,"Clear","Clear","Clear","Clear","None"
"26424",26424,"CASEMENT",2017,1,6,23,"2017-01-06 23:00:00","0","10",96,"1031,5",9,240,"Clear","Clear","Clear","Clear","None"
"26448",26448,"CASEMENT",2017,1,7,23,"2017-01-07 23:00:00","0,1","9,3",96,"1032,2",6,220,"Clear","Clear","Clear","Clear","None"
"26472",26472,"CASEMENT",2017,1,8,23,"2017-01-08 23:00:00","0","9,7",86,"1024,1",16,220,"Clear","Clear","Clear","Clear","None"
"26496",26496,"CASEMENT",2017,1,9,23,"2017-01-09 23:00:00","0","4,7",87,"1010,2",19,240,"Clear","Clear","Clear","Clear","None"
"26520",26520,"CASEMENT",2017,1,10,23,"2017-01-10 23:00:00","0","10,6",92,"1009,5",20,240,"Clear","Clear","Clear","Clear","None"
"26544",26544,"CASEMENT",2017,1,11,23,"2017-01-11 23:00:00","0","4,1",82,"1014",16,240,"Clear","Clear","Yellow","Yellow","Warning"
"26568",26568,"CASEMENT",2017,1,12,23,"2017-01-12 23:00:00","0","1,3",91,"1007,9",11,310,"Clear","Clear","Clear","Clear","None"
"26592",26592,"CASEMENT",2017,1,13,23,"2017-01-13 23:00:00","0","1,1",94,"1021,8",13,240,"Clear","Clear","Clear","Clear","None"
"26616",26616,"CASEMENT",2017,1,14,23,"2017-01-14 23:00:00","0","5",92,"1026,2",12,240,"Clear","Clear","Clear","Clear","None"
"26640",26640,"CASEMENT",2017,1,15,23,"2017-01-15 23:00:00","0","9,1",96,"1028,7",10,250,"Clear","Clear","Clear","Clear","None"
"26664",26664,"CASEMENT",2017,1,16,23,"2017-01-16 23:00:00","0","9,1",99,"1031,4",6,210,"Clear","Clear","Clear","Clear","None"
"26688",26688,"CASEMENT",2017,1,17,23,"2017-01-17 23:00:00","0","7,7",89,"1035,3",5,180,"Clear","Clear","Clear","Clear","None"
"26712",26712,"CASEMENT",2017,1,18,23,"2017-01-18 23:00:00","0","6,7",94,"1037,7",3,210,"Clear","Clear","Clear","Clear","None"
"26736",26736,"CASEMENT",2017,1,19,23,"2017-01-19 23:00:00","0","6,9",88,"1035,8",6,130,"Clear","Clear","Clear","Clear","None"
"26760",26760,"CASEMENT",2017,1,20,23,"2017-01-20 23:00:00","0","3,9",61,"1029,8",5,120,"Clear","Clear","Clear","Clear","None"
"26784",26784,"CASEMENT",2017,1,21,23,"2017-01-21 23:00:00","0","1,2",83,"1023,5",6,150,"Clear","Clear","Clear","Clear","None"
"26808",26808,"CASEMENT",2017,1,22,23,"2017-01-22 23:00:00","0","1,8",85,"1026,2",3,110,"Clear","Clear","Clear","Clear","None"
"26832",26832,"CASEMENT",2017,1,23,23,"2017-01-23 23:00:00","0","7,3",83,"1021,4",11,190,"Clear","Clear","Clear","Clear","None"
"26856",26856,"CASEMENT",2017,1,24,23,"2017-01-24 23:00:00","0","9,6",83,"1019,9",15,190,"Clear","Clear","Clear","Clear","None"
"26880",26880,"CASEMENT",2017,1,25,23,"2017-01-25 23:00:00","0","7",70,"1015,5",11,140,"Clear","Clear","Clear","Clear","None"
"26904",26904,"CASEMENT",2017,1,26,23,"2017-01-26 23:00:00","0","5,4",75,"1005,6",7,120,"Clear","Clear","Clear","Clear","None"
"26928",26928,"CASEMENT",2017,1,27,23,"2017-01-27 23:00:00","0","5,8",88,"1004",3,110,"Clear","Clear","Clear","Clear","None"
"26952",26952,"CASEMENT",2017,1,28,23,"2017-01-28 23:00:00","0","2,4",89,"1009,5",12,200,"Clear","Clear","Clear","Clear","None"
"26976",26976,"CASEMENT",2017,1,29,23,"2017-01-29 23:00:00","0","6,7",96,"1006,3",3,230,"Clear","Clear","Clear","Clear","None"
"27000",27000,"CASEMENT",2017,1,30,23,"2017-01-30 23:00:00","0","11,7",85,"1001,6",15,150,"Clear","Clear","Clear","Clear","None"
"27024",27024,"CASEMENT",2017,1,31,23,"2017-01-31 23:00:00","0","4,8",90,"1006,2",3,100,"Clear","Clear","Clear","Clear","None"
"27048",27048,"CASEMENT",2017,2,1,23,"2017-02-01 23:00:00","0","9,4",76,"989,8",8,130,"Clear","Clear","Clear","Clear","None"
"27072",27072,"CASEMENT",2017,2,2,23,"2017-02-02 23:00:00","0","9,2",88,"977",18,190,"Clear","Clear","Yellow","Yellow","Warning"
"27096",27096,"CASEMENT",2017,2,3,23,"2017-02-03 23:00:00","0","2,9",91,"988,2",10,220,"Clear","Clear","Clear","Clear","None"
"27120",27120,"CASEMENT",2017,2,4,23,"2017-02-04 23:00:00","0","1,5",91,"994,3",2,190,"Clear","Clear","Clear","Clear","None"
"27144",27144,"CASEMENT",2017,2,5,23,"2017-02-05 23:00:00","0","1,4",91,"1014,3",8,200,"Clear","Clear","Clear","Clear","None"
"27168",27168,"CASEMENT",2017,2,6,23,"2017-02-06 23:00:00","1","6,7",93,"1004,5",7,210,"Clear","Clear","Orange","Yellow","Warning"
"27192",27192,"CASEMENT",2017,2,7,23,"2017-02-07 23:00:00","0","1,3",94,"1024",6,220,"Clear","Clear","Clear","Clear","None"
"27216",27216,"CASEMENT",2017,2,8,23,"2017-02-08 23:00:00","0","3,9",82,"1026,7",7,110,"Clear","Clear","Clear","Clear","None"
"27240",27240,"CASEMENT",2017,2,9,23,"2017-02-09 23:00:00","0","2,6",68,"1025,5",10,90,"Clear","Clear","Clear","Clear","None"
"27264",27264,"CASEMENT",2017,2,10,23,"2017-02-10 23:00:00","0","3,4",58,"1030,7",6,20,"Clear","Clear","Clear","Clear","None"
"27288",27288,"CASEMENT",2017,2,11,23,"2017-02-11 23:00:00","0,3","4,4",90,"1028,8",13,40,"Clear","Clear","Clear","Clear","None"
"27312",27312,"CASEMENT",2017,2,12,23,"2017-02-12 23:00:00","0","3,9",80,"1021,2",15,70,"Clear","Clear","Clear","Clear","None"
"27336",27336,"CASEMENT",2017,2,13,23,"2017-02-13 23:00:00","0","6,1",86,"1016,9",12,80,"Clear","Clear","Clear","Clear","None"
"27360",27360,"CASEMENT",2017,2,14,23,"2017-02-14 23:00:00","0","7,2",87,"1021,8",4,60,"Clear","Clear","Clear","Clear","None"
"27384",27384,"CASEMENT",2017,2,15,23,"2017-02-15 23:00:00","0","6,2",82,"1024,7",12,220,"Clear","Clear","Clear","Clear","None"
"27408",27408,"CASEMENT",2017,2,16,23,"2017-02-16 23:00:00","0","8,4",90,"1025,7",9,210,"Clear","Clear","Clear","Clear","None"
"27432",27432,"CASEMENT",2017,2,17,23,"2017-02-17 23:00:00","0","10,5",85,"1020",15,190,"Clear","Clear","Clear","Clear","None"
"27456",27456,"CASEMENT",2017,2,18,23,"2017-02-18 23:00:00","0","8,6",78,"1020,4",12,220,"Clear","Clear","Clear","Clear","None"
"27480",27480,"CASEMENT",2017,2,19,23,"2017-02-19 23:00:00","0","11",96,"1020,6",14,240,"Clear","Clear","Clear","Clear","None"
"27504",27504,"CASEMENT",2017,2,20,23,"2017-02-20 23:00:00","0","9,3",96,"1018,2",11,240,"Clear","Clear","Clear","Clear","None"
"27528",27528,"CASEMENT",2017,2,21,23,"2017-02-21 23:00:00","0,2","11",92,"1006,5",23,240,"Clear","Clear","Clear","Clear","None"
"27552",27552,"CASEMENT",2017,2,22,23,"2017-02-22 23:00:00","0,4","10,7",91,"996,3",17,220,"Clear","Clear","Clear","Clear","None"
"27576",27576,"CASEMENT",2017,2,23,23,"2017-02-23 23:00:00","0","1,8",89,"1011,9",12,240,"Clear","Clear","Orange","Orange","Warning"
"27600",27600,"CASEMENT",2017,2,24,23,"2017-02-24 23:00:00","1,2","7,6",90,"1008",22,220,"Clear","Clear","Clear","Clear","None"
"27624",27624,"CASEMENT",2017,2,25,23,"2017-02-25 23:00:00","0","7,2",88,"1003,3",12,240,"Clear","Clear","Clear","Clear","None"
"27648",27648,"CASEMENT",2017,2,26,23,"2017-02-26 23:00:00","0","4,2",87,"992,1",12,210,"Clear","Clear","Yellow","Yellow","Warning"
"27672",27672,"CASEMENT",2017,2,27,23,"2017-02-27 23:00:00","0","0,5",96,"983,9",9,220,"Clear","Clear","Clear","Clear","None"
"27696",27696,"CASEMENT",2017,2,28,23,"2017-02-28 23:00:00","0","4,5",93,"996,5",12,260,"Clear","Clear","Yellow","Yellow","Warning"
"27720",27720,"CASEMENT",2017,3,1,23,"2017-03-01 23:00:00","0","3,6",88,"996,6",20,210,"Clear","Clear","Clear","Clear","None"
"27744",27744,"CASEMENT",2017,3,2,23,"2017-03-02 23:00:00","0,5","6,5",95,"1002,2",7,210,"Clear","Clear","Clear","Clear","None"
"27768",27768,"CASEMENT",2017,3,3,23,"2017-03-03 23:00:00","0","8",90,"982,4",14,110,"Clear","Clear","Clear","Clear","None"
"27792",27792,"CASEMENT",2017,3,4,23,"2017-03-04 23:00:00","0","4,5",92,"986,9",11,210,"Clear","Clear","Clear","Clear","None"
"27816",27816,"CASEMENT",2017,3,5,23,"2017-03-05 23:00:00","0","3,5",85,"999,3",12,220,"Clear","Clear","Clear","Clear","None"
"27840",27840,"CASEMENT",2017,3,6,23,"2017-03-06 23:00:00","0","2,3",87,"1015,2",12,220,"Clear","Clear","Clear","Clear","None"
"27864",27864,"CASEMENT",2017,3,7,23,"2017-03-07 23:00:00","0,1","11,2",95,"1004",21,210,"Clear","Clear","Clear","Clear","None"
"27888",27888,"CASEMENT",2017,3,8,23,"2017-03-08 23:00:00","0","7,9",93,"1011,8",14,200,"Clear","Clear","Clear","Clear","None"
"27912",27912,"CASEMENT",2017,3,9,23,"2017-03-09 23:00:00","0","8,9",72,"1022,2",7,110,"Clear","Clear","Clear","Clear","None"
"27936",27936,"CASEMENT",2017,3,10,23,"2017-03-10 23:00:00","0","9,6",88,"1015,4",6,220,"Clear","Clear","Clear","Clear","None"
"27960",27960,"CASEMENT",2017,3,11,23,"2017-03-11 23:00:00","0","8,3",90,"1011,1",10,200,"Clear","Clear","Clear","Clear","None"
"27984",27984,"CASEMENT",2017,3,12,23,"2017-03-12 23:00:00","0","4,5",87,"1025,1",11,210,"Clear","Clear","Clear","Clear","None"
"28008",28008,"CASEMENT",2017,3,13,23,"2017-03-13 23:00:00","0","11,6",82,"1029,1",15,220,"Clear","Clear","Clear","Clear","None"
"28032",28032,"CASEMENT",2017,3,14,23,"2017-03-14 23:00:00","0","7,7",84,"1033,3",9,220,"Clear","Clear","Clear","Clear","None"
"28056",28056,"CASEMENT",2017,3,15,23,"2017-03-15 23:00:00","0","10,1",87,"1025,9",9,200,"Clear","Clear","Clear","Clear","None"
"28080",28080,"CASEMENT",2017,3,16,23,"2017-03-16 23:00:00","0","3,3",76,"1021,5",11,240,"Clear","Clear","Clear","Clear","None"
"28104",28104,"CASEMENT",2017,3,17,23,"2017-03-17 23:00:00","0","11",90,"1007",22,250,"Clear","Clear","Clear","Clear","None"
"28128",28128,"CASEMENT",2017,3,18,23,"2017-03-18 23:00:00","0","11,2",88,"1006,9",22,240,"Clear","Clear","Clear","Clear","None"
"28152",28152,"CASEMENT",2017,3,19,23,"2017-03-19 23:00:00","0","9,4",91,"1001,7",10,240,"Clear","Clear","Clear","Clear","None"
"28176",28176,"CASEMENT",2017,3,20,23,"2017-03-20 23:00:00","0","2,1",85,"1002,9",17,240,"Clear","Clear","Clear","Clear","None"
"28200",28200,"CASEMENT",2017,3,21,23,"2017-03-21 23:00:00","0","4,4",80,"1000,1",3,60,"Clear","Clear","Clear","Clear","None"
"28224",28224,"CASEMENT",2017,3,22,23,"2017-03-22 23:00:00","1","4,1",95,"1012,5",11,10,"Clear","Clear","Clear","Clear","None"
"28248",28248,"CASEMENT",2017,3,23,23,"2017-03-23 23:00:00","0","6,5",81,"1027,4",8,60,"Clear","Clear","Clear","Clear","None"
"28272",28272,"CASEMENT",2017,3,24,23,"2017-03-24 23:00:00","0","3,8",85,"1034,8",3,30,"Clear","Clear","Clear","Clear","None"
"28296",28296,"CASEMENT",2017,3,25,23,"2017-03-25 23:00:00","0","4,5",73,"1028,5",6,120,"Clear","Clear","Clear","Clear","None"
"28320",28320,"CASEMENT",2017,3,26,23,"2017-03-26 23:00:00","0","6,6",82,"1022,8",2,80,"Clear","Clear","Clear","Clear","None"
"28344",28344,"CASEMENT",2017,3,27,23,"2017-03-27 23:00:00","0","6,2",95,"1017,9",5,70,"Clear","Clear","Clear","Clear","None"
"28368",28368,"CASEMENT",2017,3,28,23,"2017-03-28 23:00:00","0","9,4",83,"1013",2,60,"Clear","Clear","Clear","Clear","None"
"28392",28392,"CASEMENT",2017,3,29,23,"2017-03-29 23:00:00","0","12,3",88,"1010,8",16,200,"Clear","Clear","Clear","Clear","None"
"28416",28416,"CASEMENT",2017,3,30,23,"2017-03-30 23:00:00","0","12",84,"1003,7",8,170,"Clear","Clear","Clear","Clear","None"
