"","X","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir","RainLevel","WindLevel","WeatherLevel","DayWindLevel","Warning"
"190320",190320,"ROCHES POINT",2017,9,22,23,"2017-09-22 23:00:00","0","13,6",96,"1014,8",12,180,"Clear","Clear","Yellow","Yellow","Warning"
"190344",190344,"ROCHES POINT",2017,9,23,23,"2017-09-23 23:00:00","0","14,3",96,"1012,1",11,190,"Clear","Clear","Clear","Clear","None"
"190368",190368,"ROCHES POINT",2017,9,24,23,"2017-09-24 23:00:00","0","11,9",89,"1019,4",4,330,"Clear","Clear","Clear","Clear","None"
"190392",190392,"ROCHES POINT",2017,9,25,23,"2017-09-25 23:00:00","0","13,8",94,"1021,2",8,160,"Clear","Clear","Clear","Clear","None"
"190416",190416,"ROCHES POINT",2017,9,26,23,"2017-09-26 23:00:00","0,1","14,4",92,"1014,5",19,150,"Clear","Clear","Clear","Clear","None"
"190440",190440,"ROCHES POINT",2017,9,27,23,"2017-09-27 23:00:00","0","11,2",94,"1013,9",5,280,"Clear","Clear","Clear","Clear","None"
"190464",190464,"ROCHES POINT",2017,9,28,23,"2017-09-28 23:00:00","0","13,9",87,"1009",19,210,"Clear","Clear","Yellow","Yellow","Warning"
"190488",190488,"ROCHES POINT",2017,9,29,23,"2017-09-29 23:00:00","0","11,9",86,"1012,7",11,230,"Clear","Clear","Clear","Clear","None"
"190512",190512,"ROCHES POINT",2017,9,30,23,"2017-09-30 23:00:00","0,1","12",95,"1009,7",4,200,"Clear","Clear","Clear","Clear","None"
"190536",190536,"ROCHES POINT",2017,10,1,23,"2017-10-01 23:00:00","0","13,3",71,"1010,9",16,270,"Clear","Clear","Clear","Clear","None"
"190560",190560,"ROCHES POINT",2017,10,2,23,"2017-10-02 23:00:00","0","10,3",76,"1023",14,310,"Clear","Clear","Clear","Clear","None"
"190584",190584,"ROCHES POINT",2017,10,3,23,"2017-10-03 23:00:00","0","10,4",81,"1027,4",9,260,"Clear","Clear","Clear","Clear","None"
"190608",190608,"ROCHES POINT",2017,10,4,23,"2017-10-04 23:00:00","0","14,5",90,"1016,8",20,250,"Clear","Clear","Clear","Clear","None"
"190632",190632,"ROCHES POINT",2017,10,5,23,"2017-10-05 23:00:00","0","9,7",83,"1029,4",8,340,"Clear","Clear","Clear","Clear","None"
"190656",190656,"ROCHES POINT",2017,10,6,23,"2017-10-06 23:00:00","0","13,5",92,"1023,4",11,230,"Clear","Clear","Clear","Clear","None"
"190680",190680,"ROCHES POINT",2017,10,7,23,"2017-10-07 23:00:00","0","11,4",82,"1020,6",11,350,"Clear","Clear","Clear","Clear","None"
"190704",190704,"ROCHES POINT",2017,10,8,23,"2017-10-08 23:00:00","0","11,4",93,"1021,4",5,290,"Clear","Clear","Clear","Clear","None"
"190728",190728,"ROCHES POINT",2017,10,9,23,"2017-10-09 23:00:00","0","13,8",93,"1014,8",13,240,"Clear","Clear","Clear","Clear","None"
"190752",190752,"ROCHES POINT",2017,10,10,23,"2017-10-10 23:00:00","0","14,5",93,"1007,7",26,220,"Clear","Clear","Yellow","Yellow","Warning"
"190776",190776,"ROCHES POINT",2017,10,11,23,"2017-10-11 23:00:00","0","10,9",86,"1014,8",11,260,"Clear","Clear","Yellow","Yellow","Warning"
"190800",190800,"ROCHES POINT",2017,10,12,23,"2017-10-12 23:00:00","1,3","14,7",98,"1012,4",22,190,"Clear","Clear","Clear","Clear","None"
"190824",190824,"ROCHES POINT",2017,10,13,23,"2017-10-13 23:00:00","1","14,7",98,"1017,3",16,220,"Clear","Clear","Yellow","Yellow","Warning"
"190848",190848,"ROCHES POINT",2017,10,14,23,"2017-10-14 23:00:00","0","14",91,"1014",19,170,"Clear","Clear","Clear","Clear","None"
"190872",190872,"ROCHES POINT",2017,10,15,23,"2017-10-15 23:00:00","0","13,9",97,"1009,9",8,120,"Clear","Clear","Clear","Clear","None"
"190896",190896,"ROCHES POINT",2017,10,16,23,"2017-10-16 23:00:00","0","10,5",83,"1012,6",21,240,"Clear","Clear","Red","Red","Warning"
"190920",190920,"ROCHES POINT",2017,10,17,23,"2017-10-17 23:00:00","0","9,7",90,"1014,2",7,80,"Clear","Clear","Clear","Clear","None"
"190944",190944,"ROCHES POINT",2017,10,18,23,"2017-10-18 23:00:00","0","12,4",95,"1002,7",17,170,"Clear","Clear","Clear","Clear","None"
"190968",190968,"ROCHES POINT",2017,10,19,23,"2017-10-19 23:00:00","0","9,9",76,"1000,2",29,310,"Yellow","Yellow","Yellow","Orange","Warning"
"190992",190992,"ROCHES POINT",2017,10,20,23,"2017-10-20 23:00:00","0","12,5",79,"986,3",32,190,"Clear","Yellow","Yellow","Yellow","Warning"
"191016",191016,"ROCHES POINT",2017,10,21,23,"2017-10-21 23:00:00","0","8,4",84,"1013,1",20,290,"Clear","Clear","Orange","Yellow","Warning"
"191040",191040,"ROCHES POINT",2017,10,22,23,"2017-10-22 23:00:00","0,8","12",97,"1013,2",20,180,"Clear","Clear","Clear","Clear","None"
"191064",191064,"ROCHES POINT",2017,10,23,23,"2017-10-23 23:00:00","0","11,9",98,"1013,7",10,180,"Clear","Clear","Clear","Clear","None"
"191088",191088,"ROCHES POINT",2017,10,24,23,"2017-10-24 23:00:00","0","11,6",92,"1013,8",8,290,"Clear","Clear","Clear","Clear","None"
"191112",191112,"ROCHES POINT",2017,10,25,23,"2017-10-25 23:00:00","0,1","11,6",96,"1021,5",5,110,"Clear","Clear","Clear","Clear","None"
"191136",191136,"ROCHES POINT",2017,10,26,23,"2017-10-26 23:00:00","0","12",97,"1030,2",2,330,"Clear","Clear","Clear","Clear","None"
"191160",191160,"ROCHES POINT",2017,10,27,23,"2017-10-27 23:00:00","0","11,8",93,"1035,7",6,240,"Clear","Clear","Clear","Clear","None"
"191184",191184,"ROCHES POINT",2017,10,28,23,"2017-10-28 23:00:00","0","14,1",89,"1027,5",13,300,"Clear","Clear","Clear","Clear","None"
"191208",191208,"ROCHES POINT",2017,10,29,23,"2017-10-29 23:00:00","0","9,4",90,"1030,9",4,360,"Clear","Clear","Clear","Clear","None"
"191232",191232,"ROCHES POINT",2017,10,30,23,"2017-10-30 23:00:00","0","11,7",92,"1028,1",8,220,"Clear","Clear","Clear","Clear","None"
"191256",191256,"ROCHES POINT",2017,10,31,23,"2017-10-31 23:00:00","0","11,9",85,"1019,9",13,180,"Clear","Clear","Clear","Clear","None"
"191280",191280,"ROCHES POINT",2017,11,1,23,"2017-11-01 23:00:00","0","8,4",91,"1017,3",5,340,"Clear","Clear","Clear","Clear","None"
"191304",191304,"ROCHES POINT",2017,11,2,23,"2017-11-02 23:00:00","0","10,8",89,"1016,2",3,90,"Clear","Clear","Clear","Clear","None"
"191328",191328,"ROCHES POINT",2017,11,3,23,"2017-11-03 23:00:00","0","9,3",91,"1007,8",8,290,"Clear","Clear","Clear","Clear","None"
"191352",191352,"ROCHES POINT",2017,11,4,23,"2017-11-04 23:00:00","0","5,4",79,"1013,8",16,280,"Clear","Clear","Clear","Clear","None"
"191376",191376,"ROCHES POINT",2017,11,5,23,"2017-11-05 23:00:00","0","5,5",82,"1026",4,10,"Clear","Clear","Clear","Clear","None"
"191400",191400,"ROCHES POINT",2017,11,6,23,"2017-11-06 23:00:00","1,8","11,9",99,"1009,4",30,190,"Clear","Yellow","Yellow","Yellow","Warning"
"191424",191424,"ROCHES POINT",2017,11,7,23,"2017-11-07 23:00:00","0","5,3",85,"1022,6",10,300,"Clear","Clear","Yellow","Yellow","Warning"
"191448",191448,"ROCHES POINT",2017,11,8,23,"2017-11-08 23:00:00","0","10,2",90,"1026,1",8,250,"Clear","Clear","Clear","Clear","None"
"191472",191472,"ROCHES POINT",2017,11,9,23,"2017-11-09 23:00:00","0","11,7",88,"1025,2",14,280,"Clear","Clear","Clear","Clear","None"
"191496",191496,"ROCHES POINT",2017,11,10,23,"2017-11-10 23:00:00","0","12,9",85,"1018,2",21,250,"Clear","Clear","Clear","Clear","None"
"191520",191520,"ROCHES POINT",2017,11,11,23,"2017-11-11 23:00:00","0,2","9,7",95,"1013,4",10,50,"Clear","Clear","Clear","Clear","None"
"191544",191544,"ROCHES POINT",2017,11,12,23,"2017-11-12 23:00:00","0","5,4",80,"1030,1",9,340,"Clear","Clear","Clear","Clear","None"
"191568",191568,"ROCHES POINT",2017,11,13,23,"2017-11-13 23:00:00","0","10,6",90,"1024,1",11,230,"Clear","Clear","Clear","Clear","None"
"191592",191592,"ROCHES POINT",2017,11,14,23,"2017-11-14 23:00:00","0","10,8",94,"1023,6",9,290,"Clear","Clear","Clear","Clear","None"
"191616",191616,"ROCHES POINT",2017,11,15,23,"2017-11-15 23:00:00","0","11,3",91,"1020,1",18,210,"Clear","Clear","Clear","Clear","None"
"191640",191640,"ROCHES POINT",2017,11,16,23,"2017-11-16 23:00:00","0","5,3",78,"1031,3",4,330,"Clear","Clear","Clear","Clear","None"
"191664",191664,"ROCHES POINT",2017,11,17,23,"2017-11-17 23:00:00","0","9,3",85,"1027,8",7,240,"Clear","Clear","Clear","Clear","None"
"191688",191688,"ROCHES POINT",2017,11,18,23,"2017-11-18 23:00:00","0,1","8,9",92,"1024,4",7,90,"Clear","Clear","Clear","Clear","None"
"191712",191712,"ROCHES POINT",2017,11,19,23,"2017-11-19 23:00:00","0,2","11,4",95,"1016,8",21,200,"Clear","Clear","Clear","Clear","None"
"191736",191736,"ROCHES POINT",2017,11,20,23,"2017-11-20 23:00:00","0","12,2",95,"1011,6",14,230,"Clear","Clear","Clear","Clear","None"
"191760",191760,"ROCHES POINT",2017,11,21,23,"2017-11-21 23:00:00","0,7","11,8",97,"998,6",9,190,"Clear","Clear","Clear","Clear","None"
"191784",191784,"ROCHES POINT",2017,11,22,23,"2017-11-22 23:00:00","0,1","5,6",85,"985,9",14,310,"Clear","Clear","Yellow","Yellow","Warning"
"191808",191808,"ROCHES POINT",2017,11,23,23,"2017-11-23 23:00:00","0","6,5",75,"1006,9",10,340,"Clear","Clear","Clear","Clear","None"
"191832",191832,"ROCHES POINT",2017,11,24,23,"2017-11-24 23:00:00","0","2,4",86,"1017,5",13,290,"Clear","Clear","Clear","Clear","None"
"191856",191856,"ROCHES POINT",2017,11,25,23,"2017-11-25 23:00:00","0","4,4",81,"1028",14,280,"Clear","Clear","Clear","Clear","None"
"191880",191880,"ROCHES POINT",2017,11,26,23,"2017-11-26 23:00:00","0,1","10,5",90,"1020,5",23,240,"Clear","Clear","Clear","Clear","None"
"191904",191904,"ROCHES POINT",2017,11,27,23,"2017-11-27 23:00:00","0","5,5",84,"1016,4",15,300,"Clear","Clear","Clear","Clear","None"
"191928",191928,"ROCHES POINT",2017,11,28,23,"2017-11-28 23:00:00","0","4",83,"1018,1",15,340,"Clear","Clear","Clear","Clear","None"
"191952",191952,"ROCHES POINT",2017,11,29,23,"2017-11-29 23:00:00","0","3,2",83,"1023,1",10,310,"Clear","Clear","Clear","Clear","None"
"191976",191976,"ROCHES POINT",2017,11,30,23,"2017-11-30 23:00:00","0","4,5",80,"1025,3",13,340,"Clear","Clear","Clear","Clear","None"
"192000",192000,"ROCHES POINT",2017,12,1,23,"2017-12-01 23:00:00","0","3,9",82,"1033",7,300,"Clear","Clear","Clear","Clear","None"
"192024",192024,"ROCHES POINT",2017,12,2,23,"2017-12-02 23:00:00","0,1","7,4",95,"1032,1",8,310,"Clear","Clear","Clear","Clear","None"
"192048",192048,"ROCHES POINT",2017,12,3,23,"2017-12-03 23:00:00","0","8,2",87,"1035",11,330,"Clear","Clear","Clear","Clear","None"
"192072",192072,"ROCHES POINT",2017,12,4,23,"2017-12-04 23:00:00","0","7,3",75,"1037,3",3,300,"Clear","Clear","Clear","Clear","None"
"192096",192096,"ROCHES POINT",2017,12,5,23,"2017-12-05 23:00:00","0","10,6",83,"1028,4",16,190,"Clear","Clear","Clear","Clear","None"
"192120",192120,"ROCHES POINT",2017,12,6,23,"2017-12-06 23:00:00","1,2","12,2",98,"1004,6",26,210,"Clear","Clear","Yellow","Yellow","Warning"
"192144",192144,"ROCHES POINT",2017,12,7,23,"2017-12-07 23:00:00","0","4,2",73,"1021",22,290,"Clear","Clear","Yellow","Yellow","Warning"
"192168",192168,"ROCHES POINT",2017,12,8,23,"2017-12-08 23:00:00","0","3,5",87,"1026,3",10,290,"Clear","Clear","Clear","Clear","None"
"192192",192192,"ROCHES POINT",2017,12,9,23,"2017-12-09 23:00:00","2,2","7,6",94,"993,8",19,140,"Clear","Clear","Clear","Clear","None"
"192216",192216,"ROCHES POINT",2017,12,10,23,"2017-12-10 23:00:00","0","0,7",75,"984,9",17,10,"Clear","Clear","Clear","Clear","None"
"192240",192240,"ROCHES POINT",2017,12,11,23,"2017-12-11 23:00:00","0","3,9",79,"1005,6",8,300,"Clear","Clear","Clear","Clear","None"
"192264",192264,"ROCHES POINT",2017,12,12,23,"2017-12-12 23:00:00","0","6,5",85,"1005,2",8,240,"Clear","Clear","Clear","Clear","None"
"192288",192288,"ROCHES POINT",2017,12,13,23,"2017-12-13 23:00:00","0,6","3,6",84,"998,4",18,280,"Clear","Clear","Clear","Clear","None"
"192312",192312,"ROCHES POINT",2017,12,14,23,"2017-12-14 23:00:00","0","5,4",87,"997,4",13,300,"Clear","Clear","Clear","Clear","None"
"192336",192336,"ROCHES POINT",2017,12,15,23,"2017-12-15 23:00:00","0","3,4",83,"1019,7",12,290,"Clear","Clear","Yellow","Yellow","Warning"
"192360",192360,"ROCHES POINT",2017,12,16,23,"2017-12-16 23:00:00","0","7,3",89,"1024,7",5,220,"Clear","Clear","Clear","Clear","None"
"192384",192384,"ROCHES POINT",2017,12,17,23,"2017-12-17 23:00:00","0","8,8",88,"1025,7",7,320,"Clear","Clear","Clear","Clear","None"
"192408",192408,"ROCHES POINT",2017,12,18,23,"2017-12-18 23:00:00","0,1","9,1",98,"1031,9",6,180,"Clear","Clear","Clear","Clear","None"
"192432",192432,"ROCHES POINT",2017,12,19,23,"2017-12-19 23:00:00","0,1","10,2",98,"1033,1",10,190,"Clear","Clear","Clear","Clear","None"
"192456",192456,"ROCHES POINT",2017,12,20,23,"2017-12-20 23:00:00","0","11,2",97,"1035,3",7,240,"Clear","Clear","Clear","Clear","None"
"192480",192480,"ROCHES POINT",2017,12,21,23,"2017-12-21 23:00:00","0","11,1",96,"1032,6",13,230,"Clear","Clear","Clear","Clear","None"
"192504",192504,"ROCHES POINT",2017,12,22,23,"2017-12-22 23:00:00","0","9,4",94,"1038",4,270,"Clear","Clear","Clear","Clear","None"
"192528",192528,"ROCHES POINT",2017,12,23,23,"2017-12-23 23:00:00","0","10,4",95,"1029,5",13,240,"Clear","Clear","Clear","Clear","None"
"192552",192552,"ROCHES POINT",2017,12,24,23,"2017-12-24 23:00:00","0","11",87,"1009,6",28,210,"Clear","Yellow","Yellow","Yellow","Warning"
"192576",192576,"ROCHES POINT",2017,12,25,23,"2017-12-25 23:00:00","0","3",89,"1000,2",10,300,"Clear","Clear","Yellow","Yellow","Warning"
"192600",192600,"ROCHES POINT",2017,12,26,23,"2017-12-26 23:00:00","0","3,5",84,"993",22,340,"Clear","Clear","Clear","Clear","None"
"192624",192624,"ROCHES POINT",2017,12,27,23,"2017-12-27 23:00:00","0","2,7",81,"1006,3",10,300,"Clear","Clear","Clear","Clear","None"
"192648",192648,"ROCHES POINT",2017,12,28,23,"2017-12-28 23:00:00","0","7,3",89,"999",5,180,"Clear","Clear","Clear","Clear","None"
"192672",192672,"ROCHES POINT",2017,12,29,23,"2017-12-29 23:00:00","1,3","11,9",96,"984,4",22,200,"Clear","Clear","Clear","Clear","None"
"192696",192696,"ROCHES POINT",2017,12,30,23,"2017-12-30 23:00:00","0","11,5",90,"987",28,230,"Clear","Yellow","Yellow","Yellow","Warning"
"192720",192720,"ROCHES POINT",2017,12,31,23,"2017-12-31 23:00:00","0,8","5,9",85,"996,9",15,250,"Clear","Clear","Yellow","Yellow","Warning"
"192744",192744,"SHANNON AIRPORT",2017,1,1,23,"2017-01-01 23:00:00","0","1,9",87,"1031,1",12,10,"Clear","Clear","Clear","Clear","None"
"192768",192768,"SHANNON AIRPORT",2017,1,2,23,"2017-01-02 23:00:00","0","-1,7",98,"1035,1",2,10,"Clear","Clear","Clear","Clear","None"
"192792",192792,"SHANNON AIRPORT",2017,1,3,23,"2017-01-03 23:00:00","0","4,6",89,"1031,5",3,280,"Clear","Clear","Clear","Clear","None"
"192816",192816,"SHANNON AIRPORT",2017,1,4,23,"2017-01-04 23:00:00","0","5,8",91,"1031,1",5,110,"Clear","Clear","Clear","Clear","None"
"192840",192840,"SHANNON AIRPORT",2017,1,5,23,"2017-01-05 23:00:00","0","9,3",88,"1028,1",12,140,"Clear","Clear","Clear","Clear","None"
"192864",192864,"SHANNON AIRPORT",2017,1,6,23,"2017-01-06 23:00:00","0","9,5",99,"1032,1",1,290,"Clear","Clear","Clear","Clear","None"
"192888",192888,"SHANNON AIRPORT",2017,1,7,23,"2017-01-07 23:00:00","0","8,7",100,"1032,9",2,200,"Clear","Clear","Clear","Clear","None"
"192912",192912,"SHANNON AIRPORT",2017,1,8,23,"2017-01-08 23:00:00","0","9,2",89,"1024,1",9,160,"Clear","Clear","Clear","Clear","None"
"192936",192936,"SHANNON AIRPORT",2017,1,9,23,"2017-01-09 23:00:00","0","6,7",84,"1014,5",17,280,"Clear","Clear","Clear","Clear","None"
"192960",192960,"SHANNON AIRPORT",2017,1,10,23,"2017-01-10 23:00:00","0","10,7",94,"1014,6",16,250,"Clear","Clear","Clear","Clear","None"
"192984",192984,"SHANNON AIRPORT",2017,1,11,23,"2017-01-11 23:00:00","0,2","6,1",79,"1017,1",12,260,"Clear","Clear","Clear","Clear","None"
"193008",193008,"SHANNON AIRPORT",2017,1,12,23,"2017-01-12 23:00:00","0","3,4",75,"1012,6",14,320,"Clear","Clear","Clear","Clear","None"
"193032",193032,"SHANNON AIRPORT",2017,1,13,23,"2017-01-13 23:00:00","0","3,8",93,"1024,7",6,230,"Clear","Clear","Clear","Clear","None"
"193056",193056,"SHANNON AIRPORT",2017,1,14,23,"2017-01-14 23:00:00","0","6,6",91,"1028,6",5,200,"Clear","Clear","Clear","Clear","None"
"193080",193080,"SHANNON AIRPORT",2017,1,15,23,"2017-01-15 23:00:00","0","8,6",97,"1030,8",5,250,"Clear","Clear","Clear","Clear","None"
"193104",193104,"SHANNON AIRPORT",2017,1,16,23,"2017-01-16 23:00:00","0","8,8",99,"1032",2,220,"Clear","Clear","Clear","Clear","None"
"193128",193128,"SHANNON AIRPORT",2017,1,17,23,"2017-01-17 23:00:00","0","8,3",94,"1034,1",5,160,"Clear","Clear","Clear","Clear","None"
"193152",193152,"SHANNON AIRPORT",2017,1,18,23,"2017-01-18 23:00:00","0","7,8",73,"1036,8",8,160,"Clear","Clear","Clear","Clear","None"
"193176",193176,"SHANNON AIRPORT",2017,1,19,23,"2017-01-19 23:00:00","0","3,9",93,"1035",6,110,"Clear","Clear","Clear","Clear","None"
"193200",193200,"SHANNON AIRPORT",2017,1,20,23,"2017-01-20 23:00:00","0","2,3",89,"1028,6",8,100,"Clear","Clear","Clear","Clear","None"
"193224",193224,"SHANNON AIRPORT",2017,1,21,23,"2017-01-21 23:00:00","0","3,7",85,"1022",10,110,"Clear","Clear","Clear","Clear","None"
"193248",193248,"SHANNON AIRPORT",2017,1,22,23,"2017-01-22 23:00:00","0","3,9",92,"1025,4",2,300,"Clear","Clear","Clear","Clear","None"
"193272",193272,"SHANNON AIRPORT",2017,1,23,23,"2017-01-23 23:00:00","0,4","8,6",86,"1020,1",9,160,"Clear","Clear","Clear","Clear","None"
"193296",193296,"SHANNON AIRPORT",2017,1,24,23,"2017-01-24 23:00:00","0","11,1",86,"1017,7",15,160,"Clear","Clear","Clear","Clear","None"
"193320",193320,"SHANNON AIRPORT",2017,1,25,23,"2017-01-25 23:00:00","0","9,5",70,"1009,5",25,150,"Clear","Clear","Clear","Clear","None"
"193344",193344,"SHANNON AIRPORT",2017,1,26,23,"2017-01-26 23:00:00","0,5","7,7",90,"999,4",20,120,"Clear","Clear","Yellow","Yellow","Warning"
"193368",193368,"SHANNON AIRPORT",2017,1,27,23,"2017-01-27 23:00:00","0","5,1",95,"1004,5",4,210,"Clear","Clear","Clear","Clear","None"
"193392",193392,"SHANNON AIRPORT",2017,1,28,23,"2017-01-28 23:00:00","0","3,2",83,"1009,4",4,130,"Clear","Clear","Clear","Clear","None"
"193416",193416,"SHANNON AIRPORT",2017,1,29,23,"2017-01-29 23:00:00","0","7,9",99,"1004,9",5,110,"Clear","Clear","Clear","Clear","None"
"193440",193440,"SHANNON AIRPORT",2017,1,30,23,"2017-01-30 23:00:00","0","9,3",96,"1000,1",4,240,"Clear","Clear","Clear","Clear","None"
"193464",193464,"SHANNON AIRPORT",2017,1,31,23,"2017-01-31 23:00:00","0","4,4",95,"1005,3",6,120,"Clear","Clear","Clear","Clear","None"
"193488",193488,"SHANNON AIRPORT",2017,2,1,23,"2017-02-01 23:00:00","0","10",88,"983,2",17,120,"Clear","Clear","Clear","Clear","None"
"193512",193512,"SHANNON AIRPORT",2017,2,2,23,"2017-02-02 23:00:00","0,2","7,4",87,"977,8",19,210,"Clear","Clear","Clear","Clear","None"
"193536",193536,"SHANNON AIRPORT",2017,2,3,23,"2017-02-03 23:00:00","0","3,4",88,"989,8",8,230,"Clear","Clear","Clear","Clear","None"
"193560",193560,"SHANNON AIRPORT",2017,2,4,23,"2017-02-04 23:00:00","0","1,8",93,"994",4,130,"Clear","Clear","Clear","Clear","None"
"193584",193584,"SHANNON AIRPORT",2017,2,5,23,"2017-02-05 23:00:00","0","2,2",87,"1013,3",9,120,"Clear","Clear","Clear","Clear","None"
"193608",193608,"SHANNON AIRPORT",2017,2,6,23,"2017-02-06 23:00:00","0,8","5,1",92,"1005,3",10,220,"Clear","Clear","Yellow","Yellow","Warning"
"193632",193632,"SHANNON AIRPORT",2017,2,7,23,"2017-02-07 23:00:00","0","1,1",96,"1025,5",1,150,"Clear","Clear","Clear","Clear","None"
"193656",193656,"SHANNON AIRPORT",2017,2,8,23,"2017-02-08 23:00:00","0","8,2",86,"1022,5",13,120,"Clear","Clear","Clear","Clear","None"
"193680",193680,"SHANNON AIRPORT",2017,2,9,23,"2017-02-09 23:00:00","0","2,3",75,"1023,3",12,80,"Clear","Clear","Clear","Clear","None"
"193704",193704,"SHANNON AIRPORT",2017,2,10,23,"2017-02-10 23:00:00","0","2,1",73,"1030,9",6,30,"Clear","Clear","Clear","Clear","None"
"193728",193728,"SHANNON AIRPORT",2017,2,11,23,"2017-02-11 23:00:00","0","3,9",75,"1029",18,30,"Clear","Clear","Clear","Clear","None"
"193752",193752,"SHANNON AIRPORT",2017,2,12,23,"2017-02-12 23:00:00","0","4,1",74,"1018,5",11,60,"Clear","Clear","Clear","Clear","None"
"193776",193776,"SHANNON AIRPORT",2017,2,13,23,"2017-02-13 23:00:00","0","8,4",70,"1011,8",19,100,"Clear","Clear","Clear","Clear","None"
"193800",193800,"SHANNON AIRPORT",2017,2,14,23,"2017-02-14 23:00:00","0","8,1",89,"1018,1",13,100,"Clear","Clear","Clear","Clear","None"
"193824",193824,"SHANNON AIRPORT",2017,2,15,23,"2017-02-15 23:00:00","0","6,5",81,"1025,7",8,190,"Clear","Clear","Clear","Clear","None"
"193848",193848,"SHANNON AIRPORT",2017,2,16,23,"2017-02-16 23:00:00","0","8",89,"1025,3",6,150,"Clear","Clear","Clear","Clear","None"
"193872",193872,"SHANNON AIRPORT",2017,2,17,23,"2017-02-17 23:00:00","0","11,1",87,"1018,2",10,170,"Clear","Clear","Clear","Clear","None"
"193896",193896,"SHANNON AIRPORT",2017,2,18,23,"2017-02-18 23:00:00","0","8",89,"1021,6",4,150,"Clear","Clear","Clear","Clear","None"
"193920",193920,"SHANNON AIRPORT",2017,2,19,23,"2017-02-19 23:00:00","0","9,9",97,"1024",9,250,"Clear","Clear","Clear","Clear","None"
"193944",193944,"SHANNON AIRPORT",2017,2,20,23,"2017-02-20 23:00:00","0,2","10,5",99,"1019,2",11,250,"Clear","Clear","Clear","Clear","None"
"193968",193968,"SHANNON AIRPORT",2017,2,21,23,"2017-02-21 23:00:00","0,3","10,8",96,"1010,2",22,250,"Clear","Clear","Clear","Clear","None"
"193992",193992,"SHANNON AIRPORT",2017,2,22,23,"2017-02-22 23:00:00","0","11",90,"997,1",15,200,"Clear","Clear","Clear","Clear","None"
"194016",194016,"SHANNON AIRPORT",2017,2,23,23,"2017-02-23 23:00:00","0","4,6",84,"1014,9",7,260,"Clear","Clear","Yellow","Yellow","Warning"
"194040",194040,"SHANNON AIRPORT",2017,2,24,23,"2017-02-24 23:00:00","0","9,4",78,"1008,9",11,180,"Clear","Clear","Clear","Clear","None"
